"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 15 12:37:33 BDT 2024","Fri Mar 15 12:37:45 BDT 2024","12260","Calculator App Automation","Admin Login","CalTestRunner","CalTestRunner","doSeries","doSeries",""
